COMMODITY,Description
85724560,"Supplement right sacroiliac joint with autologous tissue substitute, open approach"
85724561,"Supplement coccygeal joint with nonautologous tissue substitute, open approach"
85724562,"Supplement coccygeal joint with synthetic substitute, open approach"
85724563,"Supplement coccygeal joint with autologous tissue substitute, open approach"
85724564,"Supplement sacrococcygeal joint with nonautologous tissue substitute, open approach"
85724565,"Supplement sacrococcygeal joint with synthetic substitute, open approach"
85724566,"Supplement sacrococcygeal joint with autologous tissue substitute, open approach"
85724567,"Supplement lumbosacral disc with nonautologous tissue substitute, open approach"
85724568,"Supplement lumbosacral disc with synthetic substitute, open approach"
85724569,"Supplement lumbosacral disc with autologous tissue substitute, open approach"
85724570,"Supplement lumbosacral joint with nonautologous tissue substitute, open approach"
85724571,"Supplement lumbosacral joint with synthetic substitute, open approach"
85724572,"Supplement lumbosacral joint with autologous tissue substitute, open approach"
85724573,"Supplement lumbar vertebral disc with nonautologous tissue substitute, open approach"
85724574,"Supplement lumbar vertebral disc with synthetic substitute, open approach"
85724575,"Supplement lumbar vertebral disc with autologous tissue substitute, open approach"
85724576,"Supplement lumbar vertebral joint with nonautologous tissue substitute, open approach"
85724577,"Supplement lumbar vertebral joint with synthetic substitute, open approach"
85724578,"Supplement lumbar vertebral joint with autologous tissue substitute, open approach"
85724601,"Resection of left sacroiliac joint, open approach"
85724602,"Resection of right sacroiliac joint, open approach"
85724603,"Resection of coccygeal joint, open approach"
85724604,"Resection of sacrococcygeal joint, open approach"
85724605,"Resection of lumbosacral disc, open approach"
85724606,"Resection of lumbar vertebral disc, open approach"
85724607,"Reposition left sacroiliac joint, open approach"
85724608,"Reposition left sacroiliac joint with internal fixation device, open approach"
85724609,"Reposition right sacroiliac joint, open approach"
85724610,"Reposition right sacroiliac joint with internal fixation device, open approach"
85724611,"Reposition coccygeal joint, open approach"
85724612,"Reposition coccygeal joint with internal fixation device, open approach"
85724613,"Reposition sacrococcygeal joint, open approach"
85724614,"Reposition sacrococcygeal joint with internal fixation device, open approach"
85724615,"Reposition lumbosacral joint, open approach"
85724616,"Reposition lumbosacral joint with internal fixation device, open approach"
85724617,"Reposition lumbar vertebral joint, open approach"
85724618,"Reposition lumbar vertebral joint with internal fixation device, open approach"
85724619,"Replacement of left sacroiliac joint with nonautologous tissue substitute, open approach"
85724620,"Replacement of left sacroiliac joint with synthetic substitute, open approach"
85724621,"Replacement of left sacroiliac joint with autologous tissue substitute, open approach"
85724622,"Replacement of right sacroiliac joint with nonautologous tissue substitute, open approach"
85724623,"Replacement of right sacroiliac joint with synthetic substitute, open approach"
85724624,"Replacement of right sacroiliac joint with autologous tissue substitute, open approach"
85724625,"Replacement of coccygeal joint with nonautologous tissue substitute, open approach"
85724626,"Replacement of coccygeal joint with synthetic substitute, open approach"
85724627,"Replacement of coccygeal joint with autologous tissue substitute, open approach"
85724628,"Replacement of sacrococcygeal joint with nonautologous tissue substitute, open approach"
85724629,"Replacement of sacrococcygeal joint with synthetic substitute, open approach"
85724630,"Replacement of sacrococcygeal joint with autologous tissue substitute, open approach"
85724631,"Replacement of lumbosacral disc with nonautologous tissue substitute, open approach"
85724632,"Replacement of lumbosacral disc with synthetic substitute, open approach"
85724633,"Replacement of lumbosacral disc with autologous tissue substitute, open approach"
85724634,"Replacement of lumbosacral joint with nonautologous tissue substitute, open approach"
85724635,"Replacement of lumbosacral joint with synthetic substitute, open approach"
85724636,"Replacement of lumbosacral joint with autologous tissue substitute, open approach"
85724637,"Replacement of lumbar vertebral disc with nonautologous tissue substitute, open approach"
85724638,"Replacement of lumbar vertebral disc with synthetic substitute, open approach"
85724639,"Replacement of lumbar vertebral disc with autologous tissue substitute, open approach"
85724640,"Replacement of lumbar vertebral joint with nonautologous tissue substitute, open approach"
85724641,"Replacement of lumbar vertebral joint with synthetic substitute, open approach"
85724642,"Replacement of lumbar vertebral joint with autologous tissue substitute, open approach"
85724643,"Repair left sacroiliac joint, open approach"
85724644,"Repair right sacroiliac joint, open approach"
85724645,"Repair coccygeal joint, open approach"
85724646,"Repair sacrococcygeal joint, open approach"
85724647,"Repair lumbosacral disc, open approach"
85724648,"Repair lumbosacral joint, open approach"
85724649,"Repair lumbar vertebral disc, open approach"
85724650,"Repair lumbar vertebral joint, open approach"
85724701,"Removal of nonautologous tissue substitute from left sacroiliac joint, open approach"
85724702,"Removal of synthetic substitute from left sacroiliac joint, open approach"
85724703,"Removal of spacer from left sacroiliac joint, open approach"
85724704,"Removal of autologous tissue substitute from left sacroiliac joint, open approach"
85724705,"Removal of internal fixation device from left sacroiliac joint, open approach"
85724706,"Removal of infusion device from left sacroiliac joint, open approach"
85724707,"Removal of drainage device from left sacroiliac joint, open approach"
85724708,"Removal of nonautologous tissue substitute from right sacroiliac joint, open approach"
85724709,"Removal of synthetic substitute from right sacroiliac joint, open approach"
85724710,"Removal of spacer from right sacroiliac joint, open approach"
85724711,"Removal of autologous tissue substitute from right sacroiliac joint, open approach"
85724712,"Removal of internal fixation device from right sacroiliac joint, open approach"
85724713,"Removal of infusion device from right sacroiliac joint, open approach"
85724714,"Removal of drainage device from right sacroiliac joint, open approach"
85724715,"Removal of nonautologous tissue substitute from coccygeal joint, open approach"
85724716,"Removal of synthetic substitute from coccygeal joint, open approach"
85724717,"Removal of spacer from coccygeal joint, open approach"
85724718,"Removal of autologous tissue substitute from coccygeal joint, open approach"
85724719,"Removal of internal fixation device from coccygeal joint, open approach"
85724720,"Removal of infusion device from coccygeal joint, open approach"
85724721,"Removal of drainage device from coccygeal joint, open approach"
85724722,"Removal of nonautologous tissue substitute from sacrococcygeal joint, open approach"
85724723,"Removal of synthetic substitute from sacrococcygeal joint, open approach"
85724724,"Removal of spacer from sacrococcygeal joint, open approach"
